"Periodo";"Cod Actividad";"Actividad";"Producto";"Descripción producto";"OF";"Cod Turno";"Turno";"Hora inicio";"Hora fin";"Tiempo Total";"M";"Tiempo línea operativa";"M PNP PP";"NAF";"Cerrado";"Preparación";"Producción";"Mantenimiento";"Uds. en caja";"NOK Varpe";"Uds. reprocesadas";"Unidades CAL";"Uds. sobrantes";"Uds. reutilizadas";"Unidades4";"Unidades5";"Unidades6";"Unidades7";"Unidades8";"Unidades9";"Unidades10";"Unidades Totales";"Uds. teóricas";"Operarios";"Disponibilidad (%)";"Calidad (%)";"Rendimiento línea (%)";"OEE (%)";"CentroTrabajo";"Horas operario total";"Unid/M";"Unid/(M+PNP)";"Hora";"NPERF";"M_OK_TEO";"DCALIDAD";"Horas Lab Dec";"TipoTurno";"Área";"Horas operario indirectas";"Horas operario directas";"Cod_OF";"Uds. envasadora";"Uds. proceso";"Reproceso (%)";"Calidad";"Defectos";"Den_C";"Num_C";"Uds. / hora";"Num_RNDrbd";"Den_RNDrbd";"RNDrbd";"%RNDrbd";"prccalidadnominal";"%C'";"%OEPE";"Paros - Ajustes (h)";"Paros - Averías (h)";"Paros - Cambios (h)";"M_PNP";"Num_RNDrbd";"Den_RNDrbd";"Rdto. Línea (uds/min)";"Hora 1a unidad";"Hora 1r avance";"Uds. rechazadas";"Id_WorkGroup";"Uds. planning";"Uds. totales";"Uds. / hora nominal";"Uds. a fabricar";"RP_RESTA";"RP_NORESTA";"RZ_RESTA";"RZ_NORESTA";"RZI_RESTA";"RZI_SUMA";"Uds. rechazadas iniciales";"Uds. entrada";"Rechazos iniciales (%)";"OEE ADA (%)";"Calidad ADA (%)";"M_OK_TEO_ADA";"Uds. / hora / persona";"Kg / hora / persona";"Horas operario totales (h)";"Peso Final";"Uds. ADA / hora ";"Uds. Varpe OK";"Merma plástico (%)";"Merma plástico ADA (%)";"Tiempo línea operativa (h)";"Horas operario directas (h)";"Horas operario indirectas (h)";"Número medio operarios directos";"Código proceso";"Tiempo Total Paros";"Paros - Esperas (h)";"Paros - Descanso/WC (h)";"Paros - Top (h)";"Detalle Paros";"Paros - Averías (%)";"Paros - Ajustes (%)";"Paros - Esperas (%)";"Paros - Cambios (%)";"Paros - Descanso/WC (%)";"Paros - Top (%)";"Paros - Prog Otros (h)";"Paros - Prog Otros (%)";"Paros - PP (h)";"Paros - TND (h)";"Paros - PNP (h)";"Paros - PP (%)";"Paros - PNP (%)";"Paros - TND (%)";"Uds. báscula totales";"UnidadesPulso";"Metros por pulso";"Consumo plástico teórico (m)";"Num merma plástico contadores";"Merma plástico contadores (%)";"Horas operario directas num";"Uds. ADA / hora / persona directos";"Código MMPP"
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"27743";"PICADA DE VACUNO WQ 500G EAPLIDL";"7817152";"2-MAÑANA";"2-MAÑANA";"22/09/2026 11:45:53";"22/09/2026 11:48:09";136,00;57,00;136,00;136,00;0,00;"";"";"";"";3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00;38,00;"";"41,91";"41,67";"21,05";"3,68";"N2_ELA_L03";0,00;"189,47";"79,41";"0";12,00;4,50;12,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817152";8,00;3,00;"0,00";1058144;"";"";"";"79";-12,000;12,000;"-100";"200";100,00;"200";"7,36";79;0;0;136,00;-12,000;12,000;"3,16";"22/09/2026 11:46:57";"22/09/2026 11:46:18";0,00;130;1152,00;"3";2400,00;1152,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"3,00";"0,00";"26,47";"37,50";36,00;"0";"0";"0,00";12,00;"79";3,00;"58,33";"62,50";"0,04";"0,00";"0,00";"0,00";"241006H";135;0;0;0;130;"0,0";"58,1";"0,0";"0,0";"0,0";"0,0";0;"0,0";0;0;79;"0,0";"58,09";"0,0";3;4,000;0,830;"1";"-1";"0";"0";"0";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"27743";"PICADA DE VACUNO WQ 500G EAPLIDL";"7817152";"2-MAÑANA";"2-MAÑANA";"22/09/2026 10:48:20";"22/09/2026 10:48:40";20,00;0,00;20,00;20,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0,00";"0";"0,00";"N2_ELA_L03";0,00;"0";"0,00";"0";6,00;0,00;6,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817152";4,00;0,00;"0,00";1058144;"";"";"";"0";-12,000;12,000;"-100";"200";100,00;"200";"0";0;0;20;20,00;-12,000;12,000;"0";"22/09/2026 11:46:57";"22/09/2026 11:46:18";0,00;130;1152,00;"0";2400,00;1152,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"0,00";"0,00";0,00;"0";"0";"0,00";0,00;"0";0,00;"100,00";"100,00";"0,01";"0,00";"0,00";"0,00";"241006H";20;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";20;0;0;"100,0";"0,0";"0,0";3;4,000;0,830;"0";"0";"0";"0";"0";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"27267";"PICADA MIXTA CERDO DUROC YTERNERA WQ";"7817686";"2-MAÑANA";"2-MAÑANA";"22/09/2026 9:57:40";"22/09/2026 10:17:08";1168,00;633,00;1168,00;1168,00;0,00;"";"";"";"";450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;0,00;0,00;0,00;0,00;450,00;0,00;"";"54,20";"0";"0,00";"0,00";"N2_ELA_L03";0,00;"2.559,24";"1.386,99";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817686";93,00;450,00;"0,00";1058445;"";"";"";"1.387";0,000;336,000;"0";"100";0,00;"0";"0";535;0;0;1168,00;0,000;336,000;"42,65";"22/09/2026 9:57:29";"22/09/2026 9:57:27";0,00;130;420,00;"450";0,00;420,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"450,00";"0,00";"0,00";"483,87";0,00;"0";"0";"0,00";336,00;"1.387";450,00;"100,00";"-383,87";"0,32";"0,00";"0,00";"0,00";"241053P";578;0;0;0;130;"0,0";"45,8";"0,0";"0,0";"0,0";"0,0";0;"0,0";0;0;535;"0,0";"45,8";"0,0";417;1,000;0,000;"0";"0";"0";"0";"0";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"27267";"PICADA MIXTA CERDO DUROC YTERNERA WQ";"7817686";"2-MAÑANA";"2-MAÑANA";"22/09/2026 9:57:06";"22/09/2026 9:57:40";34,00;0,00;34,00;34,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";0,00;"0";"0,00";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817686";3,00;0,00;"0,00";1058445;"";"";"";"0";0,000;336,000;"0";"100";0,00;"0";"0";0;0;34;34,00;0,000;336,000;"0";"22/09/2026 9:57:29";"22/09/2026 9:57:27";0,00;130;420,00;"0";0,00;420,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"0,00";"0,00";0,00;"0";"0";"0,00";0,00;"0";0,00;"100,00";"100,00";"0,01";"0,00";"0,00";"0,00";"241053P";34;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";34;0;0;"100,0";"0,0";"0,0";417;1,000;0,000;"0";"0";"0";"0";"0";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"21381";"PICADA MIXTA CERDO DUROC YTERNERA WQ EAP";"7817690";"2-MAÑANA";"2-MAÑANA";"22/09/2026 10:17:08";"22/09/2026 10:27:39";631,00;0,00;631,00;631,00;0,00;"";"";"";"";75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;75,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";0,00;"0";"427,89";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817690";23,00;75,00;"0,00";1058449;"";"";"";"428";0,000;121,600;"0";"100";0,00;"0";"0";0;0;631;631,00;0,000;121,600;"0";"22/09/2026 10:18:16";"22/09/2026 10:24:01";0,00;130;304,00;"75";0,00;304,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"75,00";"0,00";"0,00";"326,09";0,00;"0";"0";"0,00";0,00;"428";75,00;"100,00";"-226,09";"0,18";"0,00";"0,00";"0,00";"241053Q";631;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";631;0;0;"100,0";"0,0";"0,0";318;1,000;0,000;"0";"0";"0";"0";"0";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"21381";"PICADA MIXTA CERDO DUROC YTERNERA WQ EAP";"7817690";"2-MAÑANA";"2-MAÑANA";"22/09/2026 10:27:39";"22/09/2026 10:48:20";1241,00;631,00;1241,00;1241,00;0,00;"";"";"";"";240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;0,00;0,00;0,00;0,00;240,00;0,00;"";"50,85";"0";"0,00";"0,00";"N2_ELA_L03";0,00;"1.369,26";"696,21";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817690";60,00;240,00;"0,00";1058449;"";"";"";"696";0,000;121,600;"0";"100";0,00;"0";"0";337;0;0;1241,00;0,000;121,600;"22,82";"22/09/2026 10:18:16";"22/09/2026 10:24:01";0,00;130;304,00;"240";0,00;304,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"240,00";"0,00";"0,00";"400,00";0,00;"0";"0";"0,00";121,60;"696";240,00;"100,00";"-300,00";"0,34";"0,00";"0,00";"0,00";"241053Q";955;273;0;0;130;"0,0";"27,2";"22,0";"0,0";"0,0";"0,0";0;"0,0";0;0;610;"0,0";"49,15";"0,0";318;1,000;0,000;"0";"0";"0";"0";"0";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"52651";"INTE. PICADA MIX 400G EAP CANWQ   BURGER MEAT S/CO";"7817286";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:17:12";"22/09/2026 7:21:20";248,00;0,00;248,00;248,00;0,00;"";"";"";"";4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;"";"0,00";"33,33";"0";"2,42";"N2_ELA_L03";378,00;"0";"58,06";"0";18,00;6,00;18,00;"0,11";"--";"N2_ELABORADO";0,00;"0:06:18";"7817286";12,00;4,00;"0,00";1058311;"";"";"";"58";3,800;165,600;"2";"98";100,00;"98";"2,37";0;0;248;248,00;3,800;165,600;"0";"";"22/09/2026 7:21:07";0,00;130;400,00;"4";2400,00;400,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"4,00";"0,00";"0,00";"33,33";0,00;"38,10";"0,00";"0,11";0,00;"58";4,00;"66,67";"66,67";"0,07";"0,11";"0,00";"1,57";"205022L";248;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";248;0;0;"100,0";"0,0";"0,0";0;4,000;0,830;"1";"-1";"0";"378";"38,10";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"52651";"INTE. PICADA MIX 400G EAP CANWQ   BURGER MEAT S/CO";"7817286";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:21:20";"22/09/2026 7:40:26";1146,00;624,00;1146,00;1146,00;0,00;"";"";"";"";414,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,00;0,00;0,00;0,00;0,00;414,00;416,00;"";"54,45";"101,47";"98,08";"54,19";"N2_ELA_L03";2410,00;"2.388,46";"1.300,52";"0";612,00;621,00;612,00;"0,67";"--";"N2_ELABORADO";0,00;"0:40:10";"7817286";408,00;414,00;"0,00";1058311;"";"";"";"1.301";3,800;165,600;"2";"98";100,00;"98";"53,11";183;0;196;1146,00;3,800;165,600;"39,81";"";"22/09/2026 7:21:07";0,00;130;400,00;"414";2400,00;400,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"414,00";"0,00";"54,19";"101,47";621,00;"618,42";"247,37";"0,67";165,60;"1.301";414,00;"-1,47";"-1,47";"0,32";"0,67";"0,00";"2,09";"205022L";554;143;0;0;130;"0,0";"16,0";"12,5";"17,1";"0,0";"0,0";0;"0,0";196;0;326;"17,1";"28,45";"0,0";0;4,000;0,830;"86";"-86";"0";"2.410";"618,42";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"52652";"INTERMIG PICADA V 400G EAP CANBURGER MEAT S/CONTRA";"7817285";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:57:59";"22/09/2026 8:07:06";547,00;476,00;547,00;547,00;0,00;"";"";"";"";216,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;216,00;317,33;"";"87,02";"100,00";"68,07";"59,23";"N2_ELA_L03";1094,00;"1.633,61";"1.421,57";"0";324,00;324,00;324,00;"0,3";"--";"N2_ELABORADO";0,00;"0:18:14";"7817285";216,00;216,00;"0,00";1058313;"";"";"";"1.422";-0,500;86,400;"-1";"101";100,00;"101";"59,82";71;0;0;547,00;-0,500;86,400;"27,23";"";"22/09/2026 7:59:00";0,00;130;200,00;"216";2400,00;200,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"216,00";"0,00";"59,23";"100,00";324,00;"710,79";"284,31";"0,30";86,40;"1.422";216,00;"0,00";"0,00";"0,15";"0,30";"0,00";"2,00";"205023H";219;0;0;0;130;"0,0";"13,0";"0,0";"0,0";"0,0";"0,0";0;"0,0";0;0;71;"0,0";"12,98";"0,0";0;4,000;0,830;"45";"-45";"0";"1.094";"710,79";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"52652";"INTERMIG PICADA V 400G EAP CANBURGER MEAT S/CONTRA";"7817285";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:40:26";"22/09/2026 7:40:51";25,00;0,00;25,00;25,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";50,00;"0";"0,00";"0";0,00;0,00;0,00;"0,01";"--";"N2_ELABORADO";0,00;"0:00:50";"7817285";0,00;0,00;"0";1058313;"";"";"";"0";-0,500;86,400;"-1";"101";100,00;"101";"0";0;0;25;25,00;-0,500;86,400;"0";"";"22/09/2026 7:59:00";0,00;130;200,00;"0";2400,00;200,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"0,00";"0";0,00;"0,00";"0,00";"0,01";0,00;"0";0,00;"100,00";"100,00";"0,01";"0,01";"0,00";"1,00";"205023H";25;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";25;0;0;"100,0";"0,0";"0,0";0;4,000;0,830;"0";"0";"0";"50";"0,00";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"27772";"PICADA MIXTA WQ 400GR";"7817283";"2-MAÑANA";"2-MAÑANA";"22/09/2026 6:35:21";"22/09/2026 6:35:28";7,00;0,00;7,00;7,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";0,00;"0";"0,00";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817283";0,00;0,00;"0";1058315;"";"";"";"0";0,000;124,800;"0";"100";100,00;"100";"0";0;0;7;7,00;0,000;124,800;"0";"22/09/2026 6:41:21";"22/09/2026 6:42:10";0,00;130;312,00;"0";2400,00;312,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"3.600,00";"0";252,00;"0";"0";"0,00";67,20;"0";0,00;"100,00";"100,00";"0,00";"0,00";"0,00";"0";"241051U";7;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";7;0;0;"100,0";"0,0";"0,0";364;4,000;0,830;"0";"0";"0";"0";"0";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"27772";"PICADA MIXTA WQ 400GR";"7817283";"2-MAÑANA";"2-MAÑANA";"22/09/2026 6:35:28";"22/09/2026 7:05:27";1799,00;548,00;1799,00;1799,00;0,00;"";"";"";"";353,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,00;0,00;0,00;0,00;0,00;353,00;365,33;"";"30,46";"102,71";"94,16";"29,46";"N2_ELA_L03";3612,00;"2.318,98";"706,39";"0";516,00;529,50;516,00;"1";"--";"N2_ELABORADO";0,00;"1:00:12";"7817283";344,00;353,00;"0,00";1058315;"";"";"";"706";0,000;124,800;"0";"100";100,00;"100";"29,46";1251;0;0;1799,00;0,000;124,800;"38,65";"22/09/2026 6:41:21";"22/09/2026 6:42:10";0,00;130;312,00;"353";2400,00;312,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"353,00";"0,00";"12,01";"102,62";216,00;"351,83";"57,41";"1,00";57,60;"706";353,00;"-2,71";"-2,62";"0,50";"1,00";"0,00";"2,00";"241051U";1308;0;0;0;130;"0,0";"69,5";"0,0";"0,0";"0,0";"0,0";0;"0,0";0;0;1251;"0,0";"69,54";"0,0";364;4,000;0,830;"73";"-73";"0";"3.612";"351,83";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"27774";"PICADA TERNERA WQ  400G";"7817282";"2-MAÑANA";"2-MAÑANA";"22/09/2026 6:08:41";"22/09/2026 6:09:16";35,00;0,00;35,00;35,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";0,00;"0";"0,00";"0";0,00;0,00;0,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817282";0,00;0,00;"0";1058317;"";"";"";"0";31,200;120,000;"26";"74";100,00;"74";"0";0;0;35;35,00;31,200;120,000;"0";"22/09/2026 6:10:36";"22/09/2026 6:10:29";0,00;130;300,00;"0";2940,00;300,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"0,00";"0";0,00;"0";"0";"0,00";0,00;"0";0,00;"100,00";"100,00";"0,01";"0,00";"0,00";"0,00";"241053N";35;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";35;0;0;"100,0";"0,0";"0,0";351;4,000;0,830;"0";"0";"0";"0";"0";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"27774";"PICADA TERNERA WQ  400G";"7817282";"2-MAÑANA";"2-MAÑANA";"22/09/2026 6:09:16";"22/09/2026 6:35:21";1565,00;619,00;1565,00;1565,00;0,00;"";"";"";"";361,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;0,00;0,00;0,00;0,00;361,00;505,52;"";"39,55";"107,54";"66,47";"28,24";"N2_ELA_L03";3152,00;"2.099,52";"830,42";"0";411,43;442,04;411,43;"0,88";"--";"N2_ELABORADO";0,00;"0:52:32";"7817282";336,00;361,00;"0,00";1058317;"";"";"";"830";31,200;120,000;"26";"74";100,00;"74";"20,9";946;0;0;1565,00;31,200;120,000;"34,99";"22/09/2026 6:10:36";"22/09/2026 6:10:29";0,00;130;300,00;"361";2940,00;300,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"361,00";"0,00";"23,45";"107,44";367,35;"412,31";"137,06";"0,88";120,00;"830";361,00;"-7,54";"-7,44";"0,43";"0,88";"0,00";"2,05";"241053N";1108;0;0;0;130;"0,0";"60,4";"0,0";"0,0";"0,0";"0,0";0;"0,0";0;0;946;"0,0";"60,45";"0,0";351;4,000;0,830;"75";"-75";"0";"3.152";"412,31";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"27773";"PICADA MIXTA  WQ  800G";"7817287";"2-MAÑANA";"2-MAÑANA";"22/09/2026 8:44:39";"22/09/2026 9:03:47";1148,00;389,00;1148,00;1148,00;0,00;"";"";"";"";113,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;113,00;259,33;"";"33,89";"101,19";"43,19";"14,81";"N2_ELA_L03";2296,00;"1.045,76";"354,36";"0";168,00;169,50;168,00;"0,64";"--";"N2_ELABORADO";0,00;"0:38:16";"7817287";112,00;113,00;"0,00";1058319;"";"";"";"354";0,000;89,600;"0";"100";100,00;"100";"14,81";423;0;253;1148,00;0,000;89,600;"17,43";"22/09/2026 8:48:03";"22/09/2026 8:45:23";0,00;130;112,00;"113";2400,00;112,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"113,00";"0,00";"13,59";"100,89";156,00;"177,18";"130,45";"0,64";83,20;"354";113,00;"-1,19";"-0,89";"0,32";"0,64";"0,00";"2,00";"241051S";1034;83;0;0;130;"0,0";"36,8";"7,2";"22,0";"0,0";"0,0";0;"0,0";253;0;506;"22,04";"44,08";"0,0";110;4,000;0,830;"23";"-23";"0";"2.296";"177,18";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"27773";"PICADA MIXTA  WQ  800G";"7817287";"2-MAÑANA";"2-MAÑANA";"22/09/2026 8:07:06";"22/09/2026 8:07:28";22,00;0,00;22,00;22,00;0,00;"";"";"";"";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;"";"0,00";"0";"0";"0,00";"N2_ELA_L03";44,00;"0";"0,00";"0";0,00;0,00;0,00;"0,01";"--";"N2_ELABORADO";0,00;"0:00:44";"7817287";0,00;0,00;"0";1058319;"";"";"";"0";0,000;89,600;"0";"100";100,00;"100";"0";0;0;22;22,00;0,000;89,600;"0";"22/09/2026 8:48:03";"22/09/2026 8:45:23";0,00;130;112,00;"0";2400,00;112,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"0,00";"0";"54,55";"0";12,00;"0,00";"523,64";"0,01";6,40;"0";0,00;"100,00";"100,00";"0,01";"0,01";"0,00";"1,00";"241051S";22;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";22;0;0;"100,0";"0,0";"0,0";110;4,000;0,830;"0";"0";"0";"44";"0,00";""
"2026/09/22";"CAMBIOS OF";"CAMBIOS OF";"52165";"INT PICADA MIXTA WQ NAT 400GEAP";"7817284";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:05:27";"22/09/2026 7:05:47";20,00;0,00;20,00;20,00;0,00;"";"";"";"";9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;9,00;0,00;"";"0,00";"233,33";"0";"70,00";"N2_ELA_L03";0,00;"0";"1.620,00";"0";6,00;13,50;6,00;"0";"--";"N2_ELABORADO";0,00;"0:00:00";"7817284";4,00;9,00;"0,00";1058321;"";"";"";"1.620";-1,300;101,200;"-1";"101";100,00;"101";"70,7";0;0;20;20,00;-1,300;101,200;"0";"";"22/09/2026 7:05:41";0,00;130;253,00;"9";2400,00;253,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"9,00";"0,00";"0,00";"225,00";0,00;"0";"0";"0,00";0,00;"1.620";9,00;"-133,33";"-125,00";"0,01";"0,00";"0,00";"0,00";"205030A";20;0;0;0;130;"0,0";"0,0";"0,0";"100,0";"0,0";"0,0";0;"0,0";20;0;0;"100,0";"0,0";"0,0";0;4,000;0,830;"2";"-2";"0";"0";"0";""
"2026/09/22";"PRODUCCION";"PRODUCCIÓN";"52165";"INT PICADA MIXTA WQ NAT 400GEAP";"7817284";"2-MAÑANA";"2-MAÑANA";"22/09/2026 7:05:47";"22/09/2026 7:17:12";685,00;346,00;685,00;685,00;0,00;"";"";"";"";246,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00;0,00;0,00;246,00;230,67;"";"50,51";"111,82";"95,38";"53,87";"N2_ELA_L03";1410,00;"2.559,54";"1.292,85";"0";330,00;369,00;330,00;"0,39";"--";"N2_ELABORADO";0,00;"0:23:30";"7817284";220,00;246,00;"0,00";1058321;"";"";"";"1.293";-1,300;101,200;"-1";"101";100,00;"101";"54,41";0;0;0;685,00;-1,300;101,200;"42,66";"";"22/09/2026 7:05:41";0,00;130;253,00;"246";2400,00;253,00;0,000;0,000;0,000;0,000;0,000;0,000;"0";"246,00";"0,00";"55,47";"111,82";379,50;"628,09";"258,38";"0,39";101,20;"1.293";246,00;"-11,82";"-11,82";"0,19";"0,39";"0,00";"2,05";"205030A";356;339;0;0;130;"0,0";"0,0";"49,5";"0,0";"0,0";"0,0";0;"0,0";0;0;339;"0,0";"49,49";"0,0";0;4,000;0,830;"51";"-51";"0";"1.410";"628,09";""
